,Unnamed: 0,O_ID,O_Time,usage,Hour,year
4866860,4866860,2102,2018-11-11 06:00:00,0,06:00:00,2018
4866861,4866861,2102,2018-11-11 07:00:00,1,07:00:00,2018
4866862,4866862,2102,2018-11-11 08:00:00,0,08:00:00,2018
4866863,4866863,2102,2018-11-11 09:00:00,0,09:00:00,2018
4866864,4866864,2102,2018-11-11 10:00:00,0,10:00:00,2018
4866865,4866865,2102,2018-11-11 11:00:00,1,11:00:00,2018
4866866,4866866,2102,2018-11-11 12:00:00,3,12:00:00,2018
4866867,4866867,2102,2018-11-11 13:00:00,0,13:00:00,2018
4866868,4866868,2102,2018-11-11 14:00:00,6,14:00:00,2018
4866869,4866869,2102,2018-11-11 15:00:00,3,15:00:00,2018
4866870,4866870,2102,2018-11-11 16:00:00,1,16:00:00,2018
4866871,4866871,2102,2018-11-11 17:00:00,3,17:00:00,2018
4866872,4866872,2102,2018-11-11 18:00:00,4,18:00:00,2018
4866873,4866873,2102,2018-11-11 19:00:00,5,19:00:00,2018
4866874,4866874,2102,2018-11-11 20:00:00,4,20:00:00,2018
4866875,4866875,2102,2018-11-11 21:00:00,5,21:00:00,2018
4866876,4866876,2102,2018-11-11 22:00:00,9,22:00:00,2018
4866877,4866877,2102,2018-11-11 23:00:00,10,23:00:00,2018
4866878,4866878,2102,2018-11-12 00:00:00,7,00:00:00,2018
4866879,4866879,2102,2018-11-12 01:00:00,5,01:00:00,2018
4866880,4866880,2102,2018-11-12 02:00:00,2,02:00:00,2018
4866881,4866881,2102,2018-11-12 03:00:00,1,03:00:00,2018
4866882,4866882,2102,2018-11-12 04:00:00,2,04:00:00,2018
4866883,4866883,2102,2018-11-12 05:00:00,0,05:00:00,2018
4866884,4866884,2102,2018-11-12 06:00:00,0,06:00:00,2018
4866885,4866885,2102,2018-11-12 07:00:00,4,07:00:00,2018
4866886,4866886,2102,2018-11-12 08:00:00,11,08:00:00,2018
4866887,4866887,2102,2018-11-12 09:00:00,3,09:00:00,2018
4866888,4866888,2102,2018-11-12 10:00:00,1,10:00:00,2018
4866889,4866889,2102,2018-11-12 11:00:00,3,11:00:00,2018
4866890,4866890,2102,2018-11-12 12:00:00,2,12:00:00,2018
4866891,4866891,2102,2018-11-12 13:00:00,4,13:00:00,2018
4866892,4866892,2102,2018-11-12 14:00:00,6,14:00:00,2018
4866893,4866893,2102,2018-11-12 15:00:00,4,15:00:00,2018
4866894,4866894,2102,2018-11-12 16:00:00,15,16:00:00,2018
4866895,4866895,2102,2018-11-12 17:00:00,4,17:00:00,2018
4866896,4866896,2102,2018-11-12 18:00:00,9,18:00:00,2018
4866897,4866897,2102,2018-11-12 19:00:00,15,19:00:00,2018
4866898,4866898,2102,2018-11-12 20:00:00,9,20:00:00,2018
4866899,4866899,2102,2018-11-12 21:00:00,3,21:00:00,2018
4866900,4866900,2102,2018-11-12 22:00:00,6,22:00:00,2018
4866901,4866901,2102,2018-11-12 23:00:00,10,23:00:00,2018
4866902,4866902,2102,2018-11-13 00:00:00,7,00:00:00,2018
4866903,4866903,2102,2018-11-13 01:00:00,1,01:00:00,2018
4866904,4866904,2102,2018-11-13 02:00:00,3,02:00:00,2018
4866905,4866905,2102,2018-11-13 03:00:00,0,03:00:00,2018
4866906,4866906,2102,2018-11-13 04:00:00,1,04:00:00,2018
4866907,4866907,2102,2018-11-13 05:00:00,1,05:00:00,2018
4866908,4866908,2102,2018-11-13 06:00:00,0,06:00:00,2018
4866909,4866909,2102,2018-11-13 07:00:00,4,07:00:00,2018
4866910,4866910,2102,2018-11-13 08:00:00,5,08:00:00,2018
4866911,4866911,2102,2018-11-13 09:00:00,3,09:00:00,2018
4866912,4866912,2102,2018-11-13 10:00:00,1,10:00:00,2018
4866913,4866913,2102,2018-11-13 11:00:00,2,11:00:00,2018
4866914,4866914,2102,2018-11-13 12:00:00,1,12:00:00,2018
4866915,4866915,2102,2018-11-13 13:00:00,2,13:00:00,2018
4866916,4866916,2102,2018-11-13 14:00:00,8,14:00:00,2018
4866917,4866917,2102,2018-11-13 15:00:00,4,15:00:00,2018
4866918,4866918,2102,2018-11-13 16:00:00,7,16:00:00,2018
4866919,4866919,2102,2018-11-13 17:00:00,6,17:00:00,2018
4866920,4866920,2102,2018-11-13 18:00:00,4,18:00:00,2018
4866921,4866921,2102,2018-11-13 19:00:00,14,19:00:00,2018
4866922,4866922,2102,2018-11-13 20:00:00,12,20:00:00,2018
4866923,4866923,2102,2018-11-13 21:00:00,7,21:00:00,2018
4866924,4866924,2102,2018-11-13 22:00:00,10,22:00:00,2018
4866925,4866925,2102,2018-11-13 23:00:00,7,23:00:00,2018
4866926,4866926,2102,2018-11-14 00:00:00,10,00:00:00,2018
4866927,4866927,2102,2018-11-14 01:00:00,4,01:00:00,2018
4866928,4866928,2102,2018-11-14 02:00:00,5,02:00:00,2018
4866929,4866929,2102,2018-11-14 03:00:00,3,03:00:00,2018
4866930,4866930,2102,2018-11-14 04:00:00,1,04:00:00,2018
4866931,4866931,2102,2018-11-14 05:00:00,0,05:00:00,2018
4866932,4866932,2102,2018-11-14 06:00:00,1,06:00:00,2018
4866933,4866933,2102,2018-11-14 07:00:00,2,07:00:00,2018
4866934,4866934,2102,2018-11-14 08:00:00,7,08:00:00,2018
4866935,4866935,2102,2018-11-14 09:00:00,5,09:00:00,2018
4866936,4866936,2102,2018-11-14 10:00:00,2,10:00:00,2018
4866937,4866937,2102,2018-11-14 11:00:00,2,11:00:00,2018
4866938,4866938,2102,2018-11-14 12:00:00,5,12:00:00,2018
4866939,4866939,2102,2018-11-14 13:00:00,3,13:00:00,2018
4866940,4866940,2102,2018-11-14 14:00:00,4,14:00:00,2018
4866941,4866941,2102,2018-11-14 15:00:00,8,15:00:00,2018
4866942,4866942,2102,2018-11-14 16:00:00,8,16:00:00,2018
4866943,4866943,2102,2018-11-14 17:00:00,16,17:00:00,2018
4866944,4866944,2102,2018-11-14 18:00:00,11,18:00:00,2018
4866945,4866945,2102,2018-11-14 19:00:00,14,19:00:00,2018
4866946,4866946,2102,2018-11-14 20:00:00,9,20:00:00,2018
4866947,4866947,2102,2018-11-14 21:00:00,12,21:00:00,2018
4866948,4866948,2102,2018-11-14 22:00:00,17,22:00:00,2018
4866949,4866949,2102,2018-11-14 23:00:00,12,23:00:00,2018
4866950,4866950,2102,2018-11-15 00:00:00,12,00:00:00,2018
4866951,4866951,2102,2018-11-15 01:00:00,2,01:00:00,2018
4866952,4866952,2102,2018-11-15 02:00:00,2,02:00:00,2018
4866953,4866953,2102,2018-11-15 03:00:00,1,03:00:00,2018
4866954,4866954,2102,2018-11-15 04:00:00,1,04:00:00,2018
4866955,4866955,2102,2018-11-15 05:00:00,1,05:00:00,2018
4866956,4866956,2102,2018-11-15 06:00:00,0,06:00:00,2018
4866957,4866957,2102,2018-11-15 07:00:00,3,07:00:00,2018
4866958,4866958,2102,2018-11-15 08:00:00,3,08:00:00,2018
4866959,4866959,2102,2018-11-15 09:00:00,3,09:00:00,2018
4866960,4866960,2102,2018-11-15 10:00:00,1,10:00:00,2018
4866961,4866961,2102,2018-11-15 11:00:00,0,11:00:00,2018
4866962,4866962,2102,2018-11-15 12:00:00,1,12:00:00,2018
4866963,4866963,2102,2018-11-15 13:00:00,2,13:00:00,2018
4866964,4866964,2102,2018-11-15 14:00:00,2,14:00:00,2018
4866965,4866965,2102,2018-11-15 15:00:00,5,15:00:00,2018
4866966,4866966,2102,2018-11-15 16:00:00,3,16:00:00,2018
4866967,4866967,2102,2018-11-15 17:00:00,10,17:00:00,2018
4866968,4866968,2102,2018-11-15 18:00:00,10,18:00:00,2018
4866969,4866969,2102,2018-11-15 19:00:00,9,19:00:00,2018
4866970,4866970,2102,2018-11-15 20:00:00,9,20:00:00,2018
4866971,4866971,2102,2018-11-15 21:00:00,14,21:00:00,2018
4866972,4866972,2102,2018-11-15 22:00:00,13,22:00:00,2018
4866973,4866973,2102,2018-11-15 23:00:00,4,23:00:00,2018
4866974,4866974,2102,2018-11-16 00:00:00,8,00:00:00,2018
4866975,4866975,2102,2018-11-16 01:00:00,2,01:00:00,2018
4866976,4866976,2102,2018-11-16 02:00:00,2,02:00:00,2018
4866977,4866977,2102,2018-11-16 03:00:00,2,03:00:00,2018
4866978,4866978,2102,2018-11-16 04:00:00,0,04:00:00,2018
4866979,4866979,2102,2018-11-16 05:00:00,0,05:00:00,2018
4866980,4866980,2102,2018-11-16 06:00:00,0,06:00:00,2018
4866981,4866981,2102,2018-11-16 07:00:00,2,07:00:00,2018
4866982,4866982,2102,2018-11-16 08:00:00,7,08:00:00,2018
4866983,4866983,2102,2018-11-16 09:00:00,3,09:00:00,2018
4866984,4866984,2102,2018-11-16 10:00:00,1,10:00:00,2018
4866985,4866985,2102,2018-11-16 11:00:00,3,11:00:00,2018
4866986,4866986,2102,2018-11-16 12:00:00,9,12:00:00,2018
4866987,4866987,2102,2018-11-16 13:00:00,2,13:00:00,2018
4866988,4866988,2102,2018-11-16 14:00:00,4,14:00:00,2018
4866989,4866989,2102,2018-11-16 15:00:00,0,15:00:00,2018
4866990,4866990,2102,2018-11-16 16:00:00,6,16:00:00,2018
4866991,4866991,2102,2018-11-16 17:00:00,8,17:00:00,2018
4866992,4866992,2102,2018-11-16 18:00:00,13,18:00:00,2018
4866993,4866993,2102,2018-11-16 19:00:00,13,19:00:00,2018
4866994,4866994,2102,2018-11-16 20:00:00,11,20:00:00,2018
4866995,4866995,2102,2018-11-16 21:00:00,7,21:00:00,2018
4866996,4866996,2102,2018-11-16 22:00:00,1,22:00:00,2018
4866997,4866997,2102,2018-11-16 23:00:00,2,23:00:00,2018
4866998,4866998,2102,2018-11-17 00:00:00,12,00:00:00,2018
4866999,4866999,2102,2018-11-17 01:00:00,8,01:00:00,2018
4867000,4867000,2102,2018-11-17 02:00:00,3,02:00:00,2018
4867001,4867001,2102,2018-11-17 03:00:00,2,03:00:00,2018
4867002,4867002,2102,2018-11-17 04:00:00,1,04:00:00,2018
4867003,4867003,2102,2018-11-17 05:00:00,0,05:00:00,2018
4867004,4867004,2102,2018-11-17 06:00:00,0,06:00:00,2018
4867005,4867005,2102,2018-11-17 07:00:00,0,07:00:00,2018
4867006,4867006,2102,2018-11-17 08:00:00,2,08:00:00,2018
4867007,4867007,2102,2018-11-17 09:00:00,1,09:00:00,2018
4867008,4867008,2102,2018-11-17 10:00:00,2,10:00:00,2018
4867009,4867009,2102,2018-11-17 11:00:00,6,11:00:00,2018
4867010,4867010,2102,2018-11-17 12:00:00,3,12:00:00,2018
4867011,4867011,2102,2018-11-17 13:00:00,4,13:00:00,2018
4867012,4867012,2102,2018-11-17 14:00:00,4,14:00:00,2018
4867013,4867013,2102,2018-11-17 15:00:00,5,15:00:00,2018
4867014,4867014,2102,2018-11-17 16:00:00,13,16:00:00,2018
4867015,4867015,2102,2018-11-17 17:00:00,5,17:00:00,2018
4867016,4867016,2102,2018-11-17 18:00:00,5,18:00:00,2018
4867017,4867017,2102,2018-11-17 19:00:00,11,19:00:00,2018
4867018,4867018,2102,2018-11-17 20:00:00,8,20:00:00,2018
4867019,4867019,2102,2018-11-17 21:00:00,5,21:00:00,2018
4867020,4867020,2102,2018-11-17 22:00:00,7,22:00:00,2018
4867021,4867021,2102,2018-11-17 23:00:00,6,23:00:00,2018
4867022,4867022,2102,2018-11-18 00:00:00,4,00:00:00,2018
4867023,4867023,2102,2018-11-18 01:00:00,3,01:00:00,2018
4867024,4867024,2102,2018-11-18 02:00:00,5,02:00:00,2018
4867025,4867025,2102,2018-11-18 03:00:00,3,03:00:00,2018
4867026,4867026,2102,2018-11-18 04:00:00,5,04:00:00,2018
4867027,4867027,2102,2018-11-18 05:00:00,1,05:00:00,2018
4867028,4867028,2102,2018-11-18 06:00:00,0,06:00:00,2018
4867029,4867029,2102,2018-11-18 07:00:00,0,07:00:00,2018
4867030,4867030,2102,2018-11-18 08:00:00,0,08:00:00,2018
4867031,4867031,2102,2018-11-18 09:00:00,0,09:00:00,2018
4867032,4867032,2102,2018-11-18 10:00:00,2,10:00:00,2018
4867033,4867033,2102,2018-11-18 11:00:00,1,11:00:00,2018
4867034,4867034,2102,2018-11-18 12:00:00,3,12:00:00,2018
4867035,4867035,2102,2018-11-18 13:00:00,4,13:00:00,2018
4867036,4867036,2102,2018-11-18 14:00:00,3,14:00:00,2018
4867037,4867037,2102,2018-11-18 15:00:00,4,15:00:00,2018
4867038,4867038,2102,2018-11-18 16:00:00,10,16:00:00,2018
4867039,4867039,2102,2018-11-18 17:00:00,6,17:00:00,2018
4867040,4867040,2102,2018-11-18 18:00:00,8,18:00:00,2018
4867041,4867041,2102,2018-11-18 19:00:00,6,19:00:00,2018
4867042,4867042,2102,2018-11-18 20:00:00,4,20:00:00,2018
4867043,4867043,2102,2018-11-18 21:00:00,10,21:00:00,2018
4867044,4867044,2102,2018-11-18 22:00:00,3,22:00:00,2018
4867045,4867045,2102,2018-11-18 23:00:00,3,23:00:00,2018
4867046,4867046,2102,2018-11-19 00:00:00,5,00:00:00,2018
4867047,4867047,2102,2018-11-19 01:00:00,5,01:00:00,2018
4867048,4867048,2102,2018-11-19 02:00:00,2,02:00:00,2018
4867049,4867049,2102,2018-11-19 03:00:00,3,03:00:00,2018
4867050,4867050,2102,2018-11-19 04:00:00,1,04:00:00,2018
4867051,4867051,2102,2018-11-19 05:00:00,0,05:00:00,2018
4867052,4867052,2102,2018-11-19 06:00:00,0,06:00:00,2018
4867053,4867053,2102,2018-11-19 07:00:00,4,07:00:00,2018
4867054,4867054,2102,2018-11-19 08:00:00,8,08:00:00,2018
4867055,4867055,2102,2018-11-19 09:00:00,3,09:00:00,2018
4867056,4867056,2102,2018-11-19 10:00:00,2,10:00:00,2018
4867057,4867057,2102,2018-11-19 11:00:00,2,11:00:00,2018
4867058,4867058,2102,2018-11-19 12:00:00,4,12:00:00,2018
4867059,4867059,2102,2018-11-19 13:00:00,1,13:00:00,2018
4867060,4867060,2102,2018-11-19 14:00:00,4,14:00:00,2018
4867061,4867061,2102,2018-11-19 15:00:00,8,15:00:00,2018
4867062,4867062,2102,2018-11-19 16:00:00,2,16:00:00,2018
4867063,4867063,2102,2018-11-19 17:00:00,4,17:00:00,2018
4867064,4867064,2102,2018-11-19 18:00:00,14,18:00:00,2018
4867065,4867065,2102,2018-11-19 19:00:00,10,19:00:00,2018
4867066,4867066,2102,2018-11-19 20:00:00,7,20:00:00,2018
4867067,4867067,2102,2018-11-19 21:00:00,5,21:00:00,2018
4867068,4867068,2102,2018-11-19 22:00:00,7,22:00:00,2018
4867069,4867069,2102,2018-11-19 23:00:00,7,23:00:00,2018
4867070,4867070,2102,2018-11-20 00:00:00,2,00:00:00,2018
4867071,4867071,2102,2018-11-20 01:00:00,2,01:00:00,2018
4867072,4867072,2102,2018-11-20 02:00:00,1,02:00:00,2018
4867073,4867073,2102,2018-11-20 03:00:00,5,03:00:00,2018
4867074,4867074,2102,2018-11-20 04:00:00,1,04:00:00,2018
4867075,4867075,2102,2018-11-20 05:00:00,0,05:00:00,2018
4867076,4867076,2102,2018-11-20 06:00:00,0,06:00:00,2018
4867077,4867077,2102,2018-11-20 07:00:00,2,07:00:00,2018
4867078,4867078,2102,2018-11-20 08:00:00,10,08:00:00,2018
4867079,4867079,2102,2018-11-20 09:00:00,2,09:00:00,2018
4867080,4867080,2102,2018-11-20 10:00:00,2,10:00:00,2018
4867081,4867081,2102,2018-11-20 11:00:00,1,11:00:00,2018
4867082,4867082,2102,2018-11-20 12:00:00,2,12:00:00,2018
4867083,4867083,2102,2018-11-20 13:00:00,1,13:00:00,2018
4867084,4867084,2102,2018-11-20 14:00:00,2,14:00:00,2018
4867085,4867085,2102,2018-11-20 15:00:00,1,15:00:00,2018
4867086,4867086,2102,2018-11-20 16:00:00,11,16:00:00,2018
4867087,4867087,2102,2018-11-20 17:00:00,11,17:00:00,2018
4867088,4867088,2102,2018-11-20 18:00:00,9,18:00:00,2018
4867089,4867089,2102,2018-11-20 19:00:00,14,19:00:00,2018
4867090,4867090,2102,2018-11-20 20:00:00,7,20:00:00,2018
4867091,4867091,2102,2018-11-20 21:00:00,4,21:00:00,2018
4867092,4867092,2102,2018-11-20 22:00:00,8,22:00:00,2018
4867093,4867093,2102,2018-11-20 23:00:00,3,23:00:00,2018
4867094,4867094,2102,2018-11-21 00:00:00,2,00:00:00,2018
4867095,4867095,2102,2018-11-21 01:00:00,0,01:00:00,2018
4867096,4867096,2102,2018-11-21 02:00:00,0,02:00:00,2018
4867097,4867097,2102,2018-11-21 03:00:00,3,03:00:00,2018
4867098,4867098,2102,2018-11-21 04:00:00,2,04:00:00,2018
4867099,4867099,2102,2018-11-21 05:00:00,0,05:00:00,2018
4867100,4867100,2102,2018-11-21 06:00:00,0,06:00:00,2018
4867101,4867101,2102,2018-11-21 07:00:00,1,07:00:00,2018
4867102,4867102,2102,2018-11-21 08:00:00,2,08:00:00,2018
4867103,4867103,2102,2018-11-21 09:00:00,1,09:00:00,2018
4867104,4867104,2102,2018-11-21 10:00:00,0,10:00:00,2018
4867105,4867105,2102,2018-11-21 11:00:00,3,11:00:00,2018
4867106,4867106,2102,2018-11-21 12:00:00,5,12:00:00,2018
4867107,4867107,2102,2018-11-21 13:00:00,2,13:00:00,2018
4867108,4867108,2102,2018-11-21 14:00:00,1,14:00:00,2018
4867109,4867109,2102,2018-11-21 15:00:00,1,15:00:00,2018
4867110,4867110,2102,2018-11-21 16:00:00,3,16:00:00,2018
4867111,4867111,2102,2018-11-21 17:00:00,7,17:00:00,2018
4867112,4867112,2102,2018-11-21 18:00:00,7,18:00:00,2018
4867113,4867113,2102,2018-11-21 19:00:00,5,19:00:00,2018
4867114,4867114,2102,2018-11-21 20:00:00,7,20:00:00,2018
4867115,4867115,2102,2018-11-21 21:00:00,12,21:00:00,2018
4867116,4867116,2102,2018-11-21 22:00:00,9,22:00:00,2018
4867117,4867117,2102,2018-11-21 23:00:00,9,23:00:00,2018
4867118,4867118,2102,2018-11-22 00:00:00,5,00:00:00,2018
4867119,4867119,2102,2018-11-22 01:00:00,0,01:00:00,2018
4867120,4867120,2102,2018-11-22 02:00:00,1,02:00:00,2018
4867121,4867121,2102,2018-11-22 03:00:00,4,03:00:00,2018
4867122,4867122,2102,2018-11-22 04:00:00,0,04:00:00,2018
4867123,4867123,2102,2018-11-22 05:00:00,0,05:00:00,2018
4867124,4867124,2102,2018-11-22 06:00:00,0,06:00:00,2018
4867125,4867125,2102,2018-11-22 07:00:00,2,07:00:00,2018
4867126,4867126,2102,2018-11-22 08:00:00,6,08:00:00,2018
4867127,4867127,2102,2018-11-22 09:00:00,2,09:00:00,2018
4867128,4867128,2102,2018-11-22 10:00:00,5,10:00:00,2018
4867129,4867129,2102,2018-11-22 11:00:00,5,11:00:00,2018
4867130,4867130,2102,2018-11-22 12:00:00,2,12:00:00,2018
4867131,4867131,2102,2018-11-22 13:00:00,4,13:00:00,2018
4867132,4867132,2102,2018-11-22 14:00:00,5,14:00:00,2018
4867133,4867133,2102,2018-11-22 15:00:00,4,15:00:00,2018
4867134,4867134,2102,2018-11-22 16:00:00,5,16:00:00,2018
4867135,4867135,2102,2018-11-22 17:00:00,2,17:00:00,2018
4867136,4867136,2102,2018-11-22 18:00:00,5,18:00:00,2018
4867137,4867137,2102,2018-11-22 19:00:00,4,19:00:00,2018
4867138,4867138,2102,2018-11-22 20:00:00,7,20:00:00,2018
4867139,4867139,2102,2018-11-22 21:00:00,6,21:00:00,2018
4867140,4867140,2102,2018-11-22 22:00:00,10,22:00:00,2018
4867141,4867141,2102,2018-11-22 23:00:00,4,23:00:00,2018
4867142,4867142,2102,2018-11-23 00:00:00,3,00:00:00,2018
4867143,4867143,2102,2018-11-23 01:00:00,3,01:00:00,2018
4867144,4867144,2102,2018-11-23 02:00:00,3,02:00:00,2018
4867145,4867145,2102,2018-11-23 03:00:00,2,03:00:00,2018
4867146,4867146,2102,2018-11-23 04:00:00,0,04:00:00,2018
4867147,4867147,2102,2018-11-23 05:00:00,0,05:00:00,2018
4867148,4867148,2102,2018-11-23 06:00:00,0,06:00:00,2018
4867149,4867149,2102,2018-11-23 07:00:00,1,07:00:00,2018
4867150,4867150,2102,2018-11-23 08:00:00,3,08:00:00,2018
4867151,4867151,2102,2018-11-23 09:00:00,1,09:00:00,2018
4867152,4867152,2102,2018-11-23 10:00:00,1,10:00:00,2018
4867153,4867153,2102,2018-11-23 11:00:00,1,11:00:00,2018
4867154,4867154,2102,2018-11-23 12:00:00,1,12:00:00,2018
4867155,4867155,2102,2018-11-23 13:00:00,1,13:00:00,2018
4867156,4867156,2102,2018-11-23 14:00:00,3,14:00:00,2018
4867157,4867157,2102,2018-11-23 15:00:00,4,15:00:00,2018
4867158,4867158,2102,2018-11-23 16:00:00,1,16:00:00,2018
4867159,4867159,2102,2018-11-23 17:00:00,4,17:00:00,2018
4867160,4867160,2102,2018-11-23 18:00:00,7,18:00:00,2018
4867161,4867161,2102,2018-11-23 19:00:00,3,19:00:00,2018
4867162,4867162,2102,2018-11-23 20:00:00,9,20:00:00,2018
4867163,4867163,2102,2018-11-23 21:00:00,4,21:00:00,2018
4867164,4867164,2102,2018-11-23 22:00:00,4,22:00:00,2018
4867165,4867165,2102,2018-11-23 23:00:00,4,23:00:00,2018
4867166,4867166,2102,2018-11-24 00:00:00,10,00:00:00,2018
4867167,4867167,2102,2018-11-24 01:00:00,8,01:00:00,2018
4867168,4867168,2102,2018-11-24 02:00:00,7,02:00:00,2018
4867169,4867169,2102,2018-11-24 03:00:00,1,03:00:00,2018
4867170,4867170,2102,2018-11-24 04:00:00,3,04:00:00,2018
4867171,4867171,2102,2018-11-24 05:00:00,0,05:00:00,2018
4867172,4867172,2102,2018-11-24 06:00:00,1,06:00:00,2018
4867173,4867173,2102,2018-11-24 07:00:00,0,07:00:00,2018
4867174,4867174,2102,2018-11-24 08:00:00,0,08:00:00,2018
4867175,4867175,2102,2018-11-24 09:00:00,0,09:00:00,2018
4867176,4867176,2102,2018-11-24 10:00:00,1,10:00:00,2018
4867177,4867177,2102,2018-11-24 11:00:00,0,11:00:00,2018
4867178,4867178,2102,2018-11-24 12:00:00,1,12:00:00,2018
4867179,4867179,2102,2018-11-24 13:00:00,0,13:00:00,2018
4867180,4867180,2102,2018-11-24 14:00:00,1,14:00:00,2018
4867181,4867181,2102,2018-11-24 15:00:00,2,15:00:00,2018
4867182,4867182,2102,2018-11-24 16:00:00,4,16:00:00,2018
4867183,4867183,2102,2018-11-24 17:00:00,7,17:00:00,2018
4867184,4867184,2102,2018-11-24 18:00:00,1,18:00:00,2018
4867185,4867185,2102,2018-11-24 19:00:00,4,19:00:00,2018
4867186,4867186,2102,2018-11-24 20:00:00,5,20:00:00,2018
4867187,4867187,2102,2018-11-24 21:00:00,5,21:00:00,2018
4867188,4867188,2102,2018-11-24 22:00:00,7,22:00:00,2018
4867189,4867189,2102,2018-11-24 23:00:00,5,23:00:00,2018
4867190,4867190,2102,2018-11-25 00:00:00,8,00:00:00,2018
4867191,4867191,2102,2018-11-25 01:00:00,4,01:00:00,2018
4867192,4867192,2102,2018-11-25 02:00:00,3,02:00:00,2018
4867193,4867193,2102,2018-11-25 03:00:00,1,03:00:00,2018
4867194,4867194,2102,2018-11-25 04:00:00,0,04:00:00,2018
4867195,4867195,2102,2018-11-25 05:00:00,0,05:00:00,2018
4867196,4867196,2102,2018-11-25 06:00:00,1,06:00:00,2018
4867197,4867197,2102,2018-11-25 07:00:00,0,07:00:00,2018
4867198,4867198,2102,2018-11-25 08:00:00,1,08:00:00,2018
4867199,4867199,2102,2018-11-25 09:00:00,1,09:00:00,2018
4867200,4867200,2102,2018-11-25 10:00:00,1,10:00:00,2018
4867201,4867201,2102,2018-11-25 11:00:00,3,11:00:00,2018
4867202,4867202,2102,2018-11-25 12:00:00,3,12:00:00,2018
4867203,4867203,2102,2018-11-25 13:00:00,1,13:00:00,2018
4867204,4867204,2102,2018-11-25 14:00:00,3,14:00:00,2018
4867205,4867205,2102,2018-11-25 15:00:00,1,15:00:00,2018
4867206,4867206,2102,2018-11-25 16:00:00,3,16:00:00,2018
4867207,4867207,2102,2018-11-25 17:00:00,6,17:00:00,2018
4867208,4867208,2102,2018-11-25 18:00:00,2,18:00:00,2018
4867209,4867209,2102,2018-11-25 19:00:00,10,19:00:00,2018
4867210,4867210,2102,2018-11-25 20:00:00,11,20:00:00,2018
4867211,4867211,2102,2018-11-25 21:00:00,4,21:00:00,2018
4867212,4867212,2102,2018-11-25 22:00:00,7,22:00:00,2018
4867213,4867213,2102,2018-11-25 23:00:00,7,23:00:00,2018
4867214,4867214,2102,2018-11-26 00:00:00,4,00:00:00,2018
4867215,4867215,2102,2018-11-26 01:00:00,1,01:00:00,2018
4867216,4867216,2102,2018-11-26 02:00:00,1,02:00:00,2018
4867217,4867217,2102,2018-11-26 03:00:00,1,03:00:00,2018
4867218,4867218,2102,2018-11-26 04:00:00,0,04:00:00,2018
4867219,4867219,2102,2018-11-26 05:00:00,1,05:00:00,2018
4867220,4867220,2102,2018-11-26 06:00:00,0,06:00:00,2018
4867221,4867221,2102,2018-11-26 07:00:00,1,07:00:00,2018
4867222,4867222,2102,2018-11-26 08:00:00,6,08:00:00,2018
4867223,4867223,2102,2018-11-26 09:00:00,2,09:00:00,2018
4867224,4867224,2102,2018-11-26 10:00:00,1,10:00:00,2018
4867225,4867225,2102,2018-11-26 11:00:00,3,11:00:00,2018
4867226,4867226,2102,2018-11-26 12:00:00,0,12:00:00,2018
4867227,4867227,2102,2018-11-26 13:00:00,3,13:00:00,2018
4867228,4867228,2102,2018-11-26 14:00:00,2,14:00:00,2018
4867229,4867229,2102,2018-11-26 15:00:00,5,15:00:00,2018
4867230,4867230,2102,2018-11-26 16:00:00,8,16:00:00,2018
4867231,4867231,2102,2018-11-26 17:00:00,4,17:00:00,2018
4867232,4867232,2102,2018-11-26 18:00:00,3,18:00:00,2018
4867233,4867233,2102,2018-11-26 19:00:00,4,19:00:00,2018
4867234,4867234,2102,2018-11-26 20:00:00,11,20:00:00,2018
4867235,4867235,2102,2018-11-26 21:00:00,14,21:00:00,2018
4867236,4867236,2102,2018-11-26 22:00:00,3,22:00:00,2018
4867237,4867237,2102,2018-11-26 23:00:00,4,23:00:00,2018
4867238,4867238,2102,2018-11-27 00:00:00,5,00:00:00,2018
4867239,4867239,2102,2018-11-27 01:00:00,0,01:00:00,2018
4867240,4867240,2102,2018-11-27 02:00:00,2,02:00:00,2018
4867241,4867241,2102,2018-11-27 03:00:00,0,03:00:00,2018
4867242,4867242,2102,2018-11-27 04:00:00,0,04:00:00,2018
4867243,4867243,2102,2018-11-27 05:00:00,0,05:00:00,2018
4867244,4867244,2102,2018-11-27 06:00:00,1,06:00:00,2018
4867245,4867245,2102,2018-11-27 07:00:00,0,07:00:00,2018
4867246,4867246,2102,2018-11-27 08:00:00,4,08:00:00,2018
4867247,4867247,2102,2018-11-27 09:00:00,4,09:00:00,2018
4867248,4867248,2102,2018-11-27 10:00:00,2,10:00:00,2018
4867249,4867249,2102,2018-11-27 11:00:00,1,11:00:00,2018
4867250,4867250,2102,2018-11-27 12:00:00,2,12:00:00,2018
4867251,4867251,2102,2018-11-27 13:00:00,4,13:00:00,2018
4867252,4867252,2102,2018-11-27 14:00:00,1,14:00:00,2018
4867253,4867253,2102,2018-11-27 15:00:00,4,15:00:00,2018
4867254,4867254,2102,2018-11-27 16:00:00,2,16:00:00,2018
4867255,4867255,2102,2018-11-27 17:00:00,5,17:00:00,2018
4867256,4867256,2102,2018-11-27 18:00:00,5,18:00:00,2018
4867257,4867257,2102,2018-11-27 19:00:00,4,19:00:00,2018
4867258,4867258,2102,2018-11-27 20:00:00,6,20:00:00,2018
